variable,group,value
1785,espL1,1
1785,espL2,1
1785,espL4,1
1785,espM1,1
1785,espN,1
1785,espP,1
1785,espR1,1
1785,espX1,1
1785,espX4,1
1785,espX5,1
1785,espX7/nleL,1
1785,etgA,1
1785,fdeC,1
1785,fepA,1
1785,fepB,1
1785,fepC,1
1785,fepD,1
1785,fepG,1
1785,fes,1
1785,fimA,1
1785,fimB,1
1785,fimC,1
1785,fimD,1
1785,fimE,1
1785,fimF,1
1785,fimG,1
1785,fimH,1
1785,fimI,1
1785,flhA,1
1785,gspC,1
1785,gspD,1
1785,gspE,1
1785,gspF,1
1785,gspG,1
1785,gspH,1
1785,gspI,1
1785,gspJ,1
1785,gspK,1
1785,gspL,1
1785,gspM,1
1785,hlyA,1
1785,hlyB,1
1785,hlyC,1
1785,hlyD,1
1785,iucA,1
1785,iucB,1
1785,iucC,1
1785,iucD,1
1785,iutA,1
1785,map,1
1785,nleA/espI,1
1785,nleB1,1
1785,nleC,1
1785,nleE,1
1785,nleF,1
1785,nleG7',1
1785,nleH2,1
1785,ompA,1
1785,paa,1
1785,rcsB,1
1785,sepD,1
1785,sepL,1
1785,sepQ/escQ,1
1785,sepZ/espZ,1
1785,stxA,1
1785,stxB,1
1785,waaF,1
1785,yagV/ecpE,1
1785,yagW/ecpD,1
1785,yagX/ecpC,1
1785,yagY/ecpB,1
1785,yagZ/ecpA,1
1785,ykgK/ecpR,1
1785,algA,0
1785,espY1,0
1785,fyuA,0
1785,gnd,0
1785,gtrB,0
1785,iroB,0
1785,iroC,0
1785,iroD,0
1785,iroE,0
1785,iroN,0
1785,irp1,0
1785,irp2,0
1785,ybtA,0
1785,ybtE,0
1785,ybtP,0
1785,ybtQ,0
1785,ybtS,0
1785,ybtT,0
1785,ybtU,0
1785,ybtX,0
1785,chuA,0
1785,chuS,0
1785,chuT,0
1785,chuU,0
1785,chuV,0
1785,chuW,0
1785,chuX,0
1785,chuY,0
1785,clbA,0
1785,clbB,0
1785,clbC,0
1785,clbD,0
1785,clbE,0
1785,clbF,0
1785,clbG,0
1785,clbH,0
1785,clbI,0
1785,clbJ,0
1785,clbK,0
1785,clbL,0
1785,clbM,0
1785,clbN,0
1785,clbO,0
1785,clbP,0
1785,clbQ,0
1785,clbS,0
1785,clpV/tssH,0
1785,galF,0
1785,kpsD,0
1785,kpsM,0
1785,kpsT,0
1785,papA,0
1785,papB,0
1785,papC,0
1785,papD,0
1785,papE,0
1785,papF,0
1785,papG,0
1785,papH,0
1785,papI,0
1785,papJ,0
1785,papK,0
1785,papX,0
1785,tcpC,0
1785,vat,0
1785,vgrG/tssI,0
1785,vipB/tssC,0
1785,ADP,0
1785,cesF,0
1785,clpB,0
1785,espH,0
1785,espJ,0
1785,espM2,0
1785,espR3,0
1785,espR4,0
1785,espW,0
1785,espX2,0
1785,espX6,0
1785,espY2,0
1785,espY3,0
1785,espY4,0
1785,nleB2,0
1785,nleD,0
1785,nleH1,0
1785,sat,0
1785,shuA,0
1785,shuS,0
1785,shuT,0
1785,shuU,0
1785,shuV,0
1785,shuX,0
1785,shuY,0
1785,stcE,0
1785,stx1A,0
1785,stx2A,0
1785,stx2B,0
1785,tir,0
1785,toxB,0
1785,manB,0
1785,manC,0
1293,acrA,1
1293,acrB,1
1293,allB,1
1293,aslA,1
1293,cesAB,1
1293,cesD,1
1293,cesD2,1
1293,cesL,1
1293,cesT,1
1293,csgB,1
1293,eae,1
1293,east1,1
1293,efa1,1
1293,entB,1
1293,entC,1
1293,entD,1
1293,entE,1
1293,entF,1
1293,entS,1
1293,escC,1
1293,escD,1
1293,escE,1
1293,escF,1
1293,escG,1
1293,escI,1
1293,escJ,1
1293,escL,1
1293,escN,1
1293,escO,1
1293,escR,1
1293,escS,1
1293,escT,1
1293,escU,1
1293,escV,1
1293,espA,1
1293,espB,1
1293,espD,1
1293,espF,1
1293,espFu/tccP,1
1293,espG,1
1293,espK,1
1293,espL1,1
1293,espL2,1
1293,espL4,1
1293,espM1,1
1293,espN,1
1293,espP,1
1293,espR1,1
1293,espX1,1
1293,espX4,1
1293,espX5,1
1293,espX7/nleL,1
1293,etgA,1
1293,fdeC,1
1293,fepA,1
1293,fepB,1
1293,fepC,1
1293,fepD,1
1293,fepG,1
1293,fes,1
1293,fimA,1
1293,fimB,1
1293,fimC,1
1293,fimD,1
1293,fimE,1
1293,fimF,1
1293,fimG,1
1293,fimH,1
1293,fimI,1
1293,flhA,1
1293,gspC,1
1293,gspD,1
1293,gspE,1
1293,gspF,1
1293,gspG,1
1293,gspH,1
1293,gspI,1
1293,gspJ,1
1293,gspK,1
1293,gspL,1
1293,gspM,1
1293,hlyA,1
1293,hlyB,1
1293,hlyC,1
1293,hlyD,1
1293,iucA,1
1293,iucB,1
1293,iucC,1
1293,iucD,1
1293,iutA,1
1293,map,1
1293,nleA/espI,1
1293,nleB1,1
1293,nleC,1
1293,nleE,1
1293,nleF,1
1293,nleG7',1
1293,nleH2,1
1293,ompA,1
1293,paa,1
1293,rcsB,1
1293,sepD,1
1293,sepL,1
1293,sepQ/escQ,1
1293,sepZ/espZ,1
1293,stxA,1
1293,stxB,1
1293,waaF,1
1293,yagV/ecpE,1
1293,yagW/ecpD,1
1293,yagX/ecpC,1
1293,yagY/ecpB,1
1293,yagZ/ecpA,1
1293,ykgK/ecpR,1
1293,algA,0
1293,espY1,0
1293,fyuA,0
1293,gnd,0
1293,gtrB,0
1293,iroB,0
1293,iroC,0
1293,iroD,0
1293,iroE,0
1293,iroN,0
1293,irp1,0
1293,irp2,0
1293,ybtA,0
1293,ybtE,0
1293,ybtP,0
1293,ybtQ,0
1293,ybtS,0
1293,ybtT,0
1293,ybtU,0
1293,ybtX,0
1293,chuA,0
1293,chuS,0
1293,chuT,0
1293,chuU,0
1293,chuV,0
1293,chuW,0
1293,chuX,0
1293,chuY,0
1293,clbA,0
1293,clbB,0
1293,clbC,0
1293,clbD,0
1293,clbE,0
1293,clbF,0
1293,clbG,0
1293,clbH,0
1293,clbI,0
1293,clbJ,0
1293,clbK,0
1293,clbL,0
1293,clbM,0
1293,clbN,0
1293,clbO,0
1293,clbP,0
1293,clbQ,0
1293,clbS,0
1293,clpV/tssH,0
1293,galF,0
1293,kpsD,0
1293,kpsM,0
1293,kpsT,0
1293,papA,0
1293,papB,0
1293,papC,0
1293,papD,0
1293,papE,0
1293,papF,0
1293,papG,0
1293,papH,0
1293,papI,0
1293,papJ,0
1293,papK,0
1293,papX,0
1293,tcpC,0
1293,vat,0
1293,vgrG/tssI,0
1293,vipB/tssC,0
1293,ADP,0
1293,cesF,0
1293,clpB,0
1293,espH,0
1293,espJ,0
1293,espM2,0
1293,espR3,0
1293,espR4,0
1293,espW,0
1293,espX2,0
1293,espX6,0
1293,espY2,0
1293,espY3,0
1293,espY4,0
1293,nleB2,0
1293,nleD,0
1293,nleH1,0
1293,sat,0
1293,shuA,0
1293,shuS,0
1293,shuT,0
1293,shuU,0
1293,shuV,0
1293,shuX,0
1293,shuY,0
1293,stcE,0
1293,stx1A,0
1293,stx2A,0
1293,stx2B,0
1293,tir,0
1293,toxB,0
1293,manB,0
1293,manC,0
1595,acrA,1
1595,acrB,1
1595,allB,1
1595,aslA,1
1595,cesAB,1
1595,cesD,1
1595,cesD2,1
1595,cesL,1
1595,cesT,1
1595,csgB,1
1595,eae,1
1595,east1,1
1595,efa1,1
1595,entB,1
1595,entC,1
1595,entD,1
1595,entE,1
1595,entF,1
1595,entS,1
1595,escC,1
1595,escD,1
1595,escE,1
1595,escF,1
1595,escG,1
1595,escI,1
1595,escJ,1
1595,escL,1
1595,escN,1
1595,escO,1
1595,escR,1
1595,escS,1
1595,escT,1
1595,escU,1
1595,escV,1
1595,espA,1
1595,espB,1
1595,espD,1
1595,espF,1
1595,espFu/tccP,1
1595,espG,1
1595,espK,1
1595,espL1,1
1595,espL2,1
1595,espL4,1
1595,espM1,1
1595,espN,1
1595,espP,1
1595,espR1,1
1595,espX1,1
1595,espX4,1
1595,espX5,1
1595,espX7/nleL,1
1595,etgA,1
1595,fdeC,1
1595,fepA,1
1595,fepB,1
1595,fepC,1
1595,fepD,1
1595,fepG,1
1595,fes,1
1595,fimA,1
1595,fimB,1
1595,fimC,1
1595,fimD,1
1595,fimE,1
1595,fimF,1
1595,fimG,1
1595,fimH,1
1595,fimI,1
1595,flhA,1
1595,gspC,1
1595,gspD,1
1595,gspE,1
1595,gspF,1
1595,gspG,1
1595,gspH,1
1595,gspI,1
1595,gspJ,1
1595,gspK,1
1595,gspL,1
1595,gspM,1
1595,hlyA,1
1595,hlyB,1
1595,hlyC,1
1595,hlyD,1
1595,iucA,1
1595,iucB,1
1595,iucC,1
1595,iucD,1
1595,iutA,1
1595,map,1
1595,nleA/espI,1
1595,nleB1,1
1595,nleC,1
1595,nleE,1
1595,nleF,1
1595,nleG7',1
1595,nleH2,1
1595,ompA,1
1595,paa,1
1595,rcsB,1
1595,sepD,1
1595,sepL,1
1595,sepQ/escQ,1
1595,sepZ/espZ,1
1595,stxA,1
1595,stxB,1
1595,waaF,1
1595,yagV/ecpE,1
1595,yagW/ecpD,1
1595,yagX/ecpC,1
1595,yagY/ecpB,1
1595,yagZ/ecpA,1
1595,ykgK/ecpR,1
1595,algA,0
1595,espY1,0
1595,fyuA,0
1595,gnd,0
1595,gtrB,0
1595,iroB,0
1595,iroC,0
1595,iroD,0
1595,iroE,0
1595,iroN,0
1595,irp1,0
1595,irp2,0
1595,ybtA,0
1595,ybtE,0
1595,ybtP,0
1595,ybtQ,0
1595,ybtS,0
1595,ybtT,0
1595,ybtU,0
1595,ybtX,0
1595,chuA,0
1595,chuS,0
1595,chuT,0
1595,chuU,0
1595,chuV,0
1595,chuW,0
1595,chuX,0
1595,chuY,0
1595,clbA,0
1595,clbB,0
1595,clbC,0
1595,clbD,0
1595,clbE,0
1595,clbF,0
1595,clbG,0
1595,clbH,0
1595,clbI,0
1595,clbJ,0
1595,clbK,0
1595,clbL,0
1595,clbM,0
1595,clbN,0
1595,clbO,0
1595,clbP,0
1595,clbQ,0
1595,clbS,0
1595,clpV/tssH,0
1595,galF,0
1595,kpsD,0
1595,kpsM,0
1595,kpsT,0
1595,papA,0
1595,papB,0
1595,papC,0
1595,papD,0
1595,papE,0
1595,papF,0
1595,papG,0
1595,papH,0
1595,papI,0
1595,papJ,0
1595,papK,0
1595,papX,0
1595,tcpC,0
1595,vat,0
1595,vgrG/tssI,0
1595,vipB/tssC,0
1595,ADP,0
1595,cesF,0
1595,clpB,0
1595,espH,0
1595,espJ,0
1595,espM2,0
1595,espR3,0
1595,espR4,0
1595,espW,0
1595,espX2,0
1595,espX6,0
1595,espY2,0
1595,espY3,0
1595,espY4,0
1595,nleB2,0
1595,nleD,0
1595,nleH1,0
1595,sat,0
1595,shuA,0
1595,shuS,0
1595,shuT,0
1595,shuU,0
1595,shuV,0
1595,shuX,0
1595,shuY,0
1595,stcE,0
1595,stx1A,0
1595,stx2A,0
1595,stx2B,0
1595,tir,0
1595,toxB,0
1595,manB,0
1595,manC,0
1350,acrA,1
1350,acrB,1
1350,allB,1
1350,aslA,1
1350,cesAB,1
1350,cesD,1
1350,cesD2,1
1350,cesL,1
1350,cesT,1
1350,csgB,1
1350,eae,1
1350,east1,1
1350,efa1,1
1350,entB,1
1350,entC,1
1350,entD,1
1350,entE,1
1350,entF,1
1350,entS,1
1350,escC,1
1350,escD,1
1350,escE,1
1350,escF,1
1350,escG,1
1350,escI,1
1350,escJ,1
1350,escL,1
1350,escN,1
1350,escO,1
1350,escR,1
1350,escS,1
1350,escT,1
1350,escU,1
1350,escV,1
1350,espA,1
1350,espB,1
1350,espD,1
1350,espF,1
1350,espFu/tccP,1
1350,espG,1
1350,espK,1
1350,espL1,1
1350,espL2,1
1350,espL4,1
1350,espM1,1
1350,espN,1
1350,espP,1
1350,espR1,1
1350,espX1,1
1350,espX4,1
1350,espX5,1
1350,espX7/nleL,1
1350,etgA,1
1350,fdeC,1
1350,fepA,1
1350,fepB,1
1350,fepC,1
1350,fepD,1
1350,fepG,1
1350,fes,1
1350,fimA,1
1350,fimB,1
1350,fimC,1
1350,fimD,1
1350,fimE,1
1350,fimF,1
1350,fimG,1
1350,fimH,1
1350,fimI,1
1350,flhA,1
1350,gspC,1
1350,gspD,1
1350,gspE,1
1350,gspF,1
1350,gspG,1
1350,gspH,1
1350,gspI,1
1350,gspJ,1
1350,gspK,1
1350,gspL,1
1350,gspM,1
1350,hlyA,1
1350,hlyB,1
1350,hlyC,1
1350,hlyD,1
1350,iucA,1
1350,iucB,1
1350,iucC,1
1350,iucD,1
1350,iutA,1
1350,map,1
1350,nleA/espI,1
1350,nleB1,1
1350,nleC,1
1350,nleE,1
1350,nleF,1
1350,nleG7',1
1350,nleH2,1
1350,ompA,1
1350,paa,1
1350,rcsB,1
1350,sepD,1
1350,sepL,1
1350,sepQ/escQ,1
1350,sepZ/espZ,1
1350,stxA,1
1350,stxB,1
1350,waaF,1
1350,yagV/ecpE,1
1350,yagW/ecpD,1
1350,yagX/ecpC,1
1350,yagY/ecpB,1
1350,yagZ/ecpA,1
1350,ykgK/ecpR,1
1350,algA,0
1350,espY1,0
1350,fyuA,0
1350,gnd,0
1350,gtrB,0
1350,iroB,0
1350,iroC,0
1350,iroD,0
1350,iroE,0
1350,iroN,0
1350,irp1,0
1350,irp2,0
1350,ybtA,0
1350,ybtE,0
1350,ybtP,0
1350,ybtQ,0
1350,ybtS,0
1350,ybtT,0
1350,ybtU,0
1350,ybtX,0
1350,chuA,0
1350,chuS,0
1350,chuT,0
1350,chuU,0
1350,chuV,0
1350,chuW,0
1350,chuX,0
1350,chuY,0
1350,clbA,0
1350,clbB,0
1350,clbC,0
1350,clbD,0
1350,clbE,0
1350,clbF,0
1350,clbG,0
1350,clbH,0
1350,clbI,0
1350,clbJ,0
1350,clbK,0
1350,clbL,0
1350,clbM,0
1350,clbN,0
1350,clbO,0
1350,clbP,0
1350,clbQ,0
1350,clbS,0
1350,clpV/tssH,0
1350,galF,0
1350,kpsD,0
1350,kpsM,0
1350,kpsT,0
1350,papA,0
1350,papB,0
1350,papC,0
1350,papD,0
1350,papE,0
1350,papF,0
1350,papG,0
1350,papH,0
1350,papI,0
1350,papJ,0
1350,papK,0
1350,papX,0
1350,tcpC,0
1350,vat,0
1350,vgrG/tssI,0
1350,vipB/tssC,0
1350,ADP,0
1350,cesF,0
1350,clpB,0
1350,espH,0
1350,espJ,0
1350,espM2,0
1350,espR3,0
1350,espR4,0
1350,espW,0
1350,espX2,0
1350,espX6,0
1350,espY2,0
1350,espY3,0
1350,espY4,0
1350,nleB2,0
1350,nleD,0
1350,nleH1,0
1350,sat,0
1350,shuA,0
1350,shuS,0
1350,shuT,0
1350,shuU,0
1350,shuV,0
1350,shuX,0
1350,shuY,0
1350,stcE,0
1350,stx1A,0
1350,stx2A,0
1350,stx2B,0
1350,tir,0
1350,toxB,0
1350,manB,0
1350,manC,0
1166,acrA,1
1166,acrB,1
1166,allB,1
1166,aslA,1
1166,cesAB,1
1166,cesD,1
1166,cesD2,1
1166,cesL,1
1166,cesT,1
1166,csgB,1
1166,eae,1
1166,east1,1
1166,efa1,1
1166,entB,1
1166,entC,1
1166,entD,1
1166,entE,1
1166,entF,1
1166,entS,1
1166,escC,1
1166,escD,1
1166,escE,1
1166,escF,1
1166,escG,1
1166,escI,1
1166,escJ,1
1166,escL,1
1166,escN,1
1166,escO,1
1166,escR,1
1166,escS,1
1166,escT,1
1166,escU,1
1166,escV,1
1166,espA,1
1166,espB,1
1166,espD,1
1166,espF,1
1166,espFu/tccP,1
1166,espG,1
1166,espK,1
1166,espL1,1
1166,espL2,1
1166,espL4,1
1166,espM1,1
1166,espN,1
1166,espP,1
1166,espR1,1
1166,espX1,1
1166,espX4,1
1166,espX5,1
1166,espX7/nleL,1
1166,etgA,1
1166,fdeC,1
1166,fepA,1
1166,fepB,1
1166,fepC,1
1166,fepD,1
1166,fepG,1
1166,fes,1
1166,fimA,1
1166,fimB,1
1166,fimC,1
1166,fimD,1
1166,fimE,1
1166,fimF,1
1166,fimG,1
1166,fimH,1
1166,fimI,1
1166,flhA,1
1166,gspC,1
1166,gspD,1
1166,gspE,1
1166,gspF,1
1166,gspG,1
1166,gspH,1
1166,gspI,1
1166,gspJ,1
1166,gspK,1
1166,gspL,1
1166,gspM,1
1166,hlyA,1
1166,hlyB,1
1166,hlyC,1
1166,hlyD,1
1166,iucA,1
1166,iucB,1
1166,iucC,1
1166,iucD,1
1166,iutA,1
1166,map,1
1166,nleA/espI,1
1166,nleB1,1
1166,nleC,1
1166,nleE,1
1166,nleF,1
1166,nleG7',1
1166,nleH2,1
1166,ompA,1
1166,paa,1
1166,rcsB,1
1166,sepD,1
1166,sepL,1
1166,sepQ/escQ,1
1166,sepZ/espZ,1
1166,stxA,1
1166,stxB,1
1166,waaF,1
1166,yagV/ecpE,1
1166,yagW/ecpD,1
1166,yagX/ecpC,1
1166,yagY/ecpB,1
1166,yagZ/ecpA,1
1166,ykgK/ecpR,1
1166,algA,0
1166,espY1,0
1166,fyuA,0
1166,gnd,0
1166,gtrB,0
1166,iroB,0
1166,iroC,0
1166,iroD,0
1166,iroE,0
1166,iroN,0
1166,irp1,0
1166,irp2,0
1166,ybtA,0
1166,ybtE,0
1166,ybtP,0
1166,ybtQ,0
1166,ybtS,0
1166,ybtT,0
1166,ybtU,0
1166,ybtX,0
1166,chuA,0
1166,chuS,0
1166,chuT,0
1166,chuU,0
1166,chuV,0
1166,chuW,0
1166,chuX,0
1166,chuY,0
1166,clbA,0
1166,clbB,0
1166,clbC,0
1166,clbD,0
1166,clbE,0
1166,clbF,0
1166,clbG,0
1166,clbH,0
1166,clbI,0
1166,clbJ,0
1166,clbK,0
1166,clbL,0
1166,clbM,0
1166,clbN,0
1166,clbO,0
1166,clbP,0
1166,clbQ,0
1166,clbS,0
1166,clpV/tssH,0
1166,galF,0
1166,kpsD,0
1166,kpsM,0
1166,kpsT,0
1166,papA,0
1166,papB,0
1166,papC,0
1166,papD,0
1166,papE,0
1166,papF,0
1166,papG,0
1166,papH,0
1166,papI,0
1166,papJ,0
1166,papK,0
1166,papX,0
1166,tcpC,0
1166,vat,0
1166,vgrG/tssI,0
1166,vipB/tssC,0
1166,ADP,0
1166,cesF,0
1166,clpB,0
1166,espH,0
1166,espJ,0
1166,espM2,0
1166,espR3,0
1166,espR4,0
1166,espW,0
1166,espX2,0
1166,espX6,0
1166,espY2,0
1166,espY3,0
1166,espY4,0
1166,nleB2,0
1166,nleD,0
1166,nleH1,0
1166,sat,0
1166,shuA,0
1166,shuS,0
1166,shuT,0
1166,shuU,0
1166,shuV,0
1166,shuX,0
1166,shuY,0
1166,stcE,0
1166,stx1A,0
1166,stx2A,0
1166,stx2B,0
1166,tir,0
1166,toxB,0
1166,manB,0
1166,manC,0
1831,acrA,1
1831,acrB,1
1831,allB,1
1831,aslA,1
1831,cesAB,1
1831,cesD,1
1831,cesD2,1
1831,cesL,1
1831,cesT,1
1831,csgB,1
1831,eae,1
1831,east1,1
1831,efa1,1
1831,entB,1
1831,entC,1
1831,entD,1
1831,entE,1
1831,entF,1
1831,entS,1
1831,escC,1
1831,escD,1
1831,escE,1
1831,escF,1
1831,escG,1
1831,escI,1
1831,escJ,1
1831,escL,1
1831,escN,1
1831,escO,1
1831,escR,1
1831,escS,1
1831,escT,1
1831,escU,1
1831,escV,1
1831,espA,1
1831,espB,1
1831,espD,1
1831,espF,1
1831,espFu/tccP,1
1831,espG,1
1831,espK,1
1831,espL1,1
1831,espL2,1
1831,espL4,1
1831,espM1,1
1831,espN,1
1831,espP,1
1831,espR1,1
1831,espX1,1
1831,espX4,1
1831,espX5,1
1831,espX7/nleL,1
1831,etgA,1
1831,fdeC,1
1831,fepA,1
1831,fepB,1
1831,fepC,1
1831,fepD,1
1831,fepG,1
1831,fes,1
1831,fimA,1
1831,fimB,1
1831,fimC,1
1831,fimD,1
1831,fimE,1
1831,fimF,1
1831,fimG,1
1831,fimH,1
1831,fimI,1
1831,flhA,1
1831,gspC,1
1831,gspD,1
1831,gspE,1
1831,gspF,1
1831,gspG,1
1831,gspH,1
1831,gspI,1
1831,gspJ,1
1831,gspK,1
1831,gspL,1
1831,gspM,1
1831,hlyA,1
1831,hlyB,1
1831,hlyC,1
1831,hlyD,1
1831,iucA,1
1831,iucB,1
1831,iucC,1
1831,iucD,1
1831,iutA,1
1831,map,1
1831,nleA/espI,1
1831,nleB1,1
1831,nleC,1
1831,nleE,1
1831,nleF,1
1831,nleG7',1
1831,nleH2,1
1831,ompA,1
1831,paa,1
1831,rcsB,1
1831,sepD,1
1831,sepL,1
1831,sepQ/escQ,1
1831,sepZ/espZ,1
1831,stxA,1
1831,stxB,1
1831,waaF,1
1831,yagV/ecpE,1
1831,yagW/ecpD,1
1831,yagX/ecpC,1
1831,yagY/ecpB,1
1831,yagZ/ecpA,1
1831,ykgK/ecpR,1
1831,algA,0
1831,espY1,0
1831,fyuA,0
1831,gnd,0
1831,gtrB,0
1831,iroB,0
1831,iroC,0
1831,iroD,0
1831,iroE,0
1831,iroN,0
1831,irp1,0
1831,irp2,0
1831,ybtA,0
1831,ybtE,0
1831,ybtP,0
1831,ybtQ,0
1831,ybtS,0
1831,ybtT,0
1831,ybtU,0
1831,ybtX,0
1831,chuA,0
1831,chuS,0
1831,chuT,0
1831,chuU,0
1831,chuV,0
1831,chuW,0
1831,chuX,0
1831,chuY,0
1831,clbA,0
1831,clbB,0
1831,clbC,0
1831,clbD,0
1831,clbE,0
1831,clbF,0
1831,clbG,0
1831,clbH,0
1831,clbI,0
1831,clbJ,0
1831,clbK,0
1831,clbL,0
1831,clbM,0
1831,clbN,0
1831,clbO,0
1831,clbP,0
1831,clbQ,0
1831,clbS,0
1831,clpV/tssH,0
1831,galF,0
1831,kpsD,0
1831,kpsM,0
1831,kpsT,0
1831,papA,0
1831,papB,0
1831,papC,0
1831,papD,0
1831,papE,0
1831,papF,0
1831,papG,0
1831,papH,0
1831,papI,0
1831,papJ,0
1831,papK,0
1831,papX,0
1831,tcpC,0
1831,vat,0
1831,vgrG/tssI,0
1831,vipB/tssC,0
1831,ADP,0
1831,cesF,0
1831,clpB,0
1831,espH,0
1831,espJ,0
1831,espM2,0
1831,espR3,0
1831,espR4,0
1831,espW,0
1831,espX2,0
1831,espX6,0
1831,espY2,0
1831,espY3,0
1831,espY4,0
1831,nleB2,0
1831,nleD,0
1831,nleH1,0
1831,sat,0
1831,shuA,0
1831,shuS,0
1831,shuT,0
1831,shuU,0
1831,shuV,0
1831,shuX,0
1831,shuY,0
1831,stcE,0
1831,stx1A,0
1831,stx2A,0
1831,stx2B,0
1831,tir,0
1831,toxB,0
1831,manB,0
1831,manC,0
1292,acrA,1
1292,acrB,1
1292,allB,1
1292,aslA,1
1292,cesAB,1
1292,cesD,1
1292,cesD2,1
1292,cesL,1
1292,cesT,1
1292,csgB,1
1292,eae,1
1292,east1,1
1292,efa1,1
1292,entB,1
1292,entC,1
1292,entD,1
1292,entE,1
1292,entF,1
1292,entS,1
1292,escC,1
1292,escD,1
1292,escE,1
1292,escF,1
1292,escG,1
1292,escI,1
1292,escJ,1
1292,escL,1
1292,escN,1
1292,escO,1
1292,escR,1
1292,escS,1
1292,escT,1
1292,escU,1
1292,escV,1
1292,espA,1
1292,espB,1
1292,espD,1
1292,espF,1
1292,espFu/tccP,1
1292,espG,1
1292,espK,1
1292,espL1,1
1292,espL2,1
1292,espL4,1
1292,espM1,1
1292,espN,1
1292,espP,1
1292,espR1,1
1292,espX1,1
1292,espX4,1
1292,espX5,1
1292,espX7/nleL,1
1292,etgA,1
1292,fdeC,1
1292,fepA,1
1292,fepB,1
1292,fepC,1
1292,fepD,1
1292,fepG,1
1292,fes,1
1292,fimA,1
1292,fimB,1
1292,fimC,1
1292,fimD,1
1292,fimE,1
1292,fimF,1
1292,fimG,1
1292,fimH,1
1292,fimI,1
1292,flhA,1
1292,gspC,1
1292,gspD,1
1292,gspE,1
1292,gspF,1
1292,gspG,1
1292,gspH,1
1292,gspI,1
1292,gspJ,1
1292,gspK,1
1292,gspL,1
1292,gspM,1
1292,hlyA,1
1292,hlyB,1
1292,hlyC,1
1292,hlyD,1
1292,iucA,1
1292,iucB,1
1292,iucC,1
1292,iucD,1
1292,iutA,1
1292,map,1
1292,nleA/espI,1
1292,nleB1,1
1292,nleC,1
1292,nleE,1
1292,nleF,1
1292,nleG7',1
1292,nleH2,1
1292,ompA,1
1292,paa,1
1292,rcsB,1
1292,sepD,1
1292,sepL,1
1292,sepQ/escQ,1
1292,sepZ/espZ,1
1292,stxA,1
1292,stxB,1
1292,waaF,1
1292,yagV/ecpE,1
1292,yagW/ecpD,1
1292,yagX/ecpC,1
1292,yagY/ecpB,1
1292,yagZ/ecpA,1
1292,ykgK/ecpR,1
1292,algA,0
1292,espY1,0
1292,fyuA,0
1292,gnd,0
1292,gtrB,0
1292,iroB,0
1292,iroC,0
1292,iroD,0
1292,iroE,0
1292,iroN,0
1292,irp1,0
1292,irp2,0
1292,ybtA,0
1292,ybtE,0
1292,ybtP,0
1292,ybtQ,0
1292,ybtS,0
1292,ybtT,0
1292,ybtU,0
1292,ybtX,0
1292,chuA,0
1292,chuS,0
1292,chuT,0
1292,chuU,0
1292,chuV,0
1292,chuW,0
1292,chuX,0
1292,chuY,0
1292,clbA,0
1292,clbB,0
1292,clbC,0
1292,clbD,0
1292,clbE,0
1292,clbF,0
1292,clbG,0
1292,clbH,0
1292,clbI,0
1292,clbJ,0
1292,clbK,0
1292,clbL,0
1292,clbM,0
1292,clbN,0
1292,clbO,0
1292,clbP,0
1292,clbQ,0
1292,clbS,0
1292,clpV/tssH,0
1292,galF,0
1292,kpsD,0
1292,kpsM,0
1292,kpsT,0
1292,papA,0
1292,papB,0
1292,papC,0
1292,papD,0
1292,papE,0
1292,papF,0
1292,papG,0
1292,papH,0
1292,papI,0
1292,papJ,0
1292,papK,0
1292,papX,0
1292,tcpC,0
1292,vat,0
1292,vgrG/tssI,0
1292,vipB/tssC,0
1292,ADP,0
1292,cesF,0
1292,clpB,0
1292,espH,0
1292,espJ,0
1292,espM2,0
1292,espR3,0
1292,espR4,0
1292,espW,0
1292,espX2,0
1292,espX6,0
1292,espY2,0
1292,espY3,0
1292,espY4,0
1292,nleB2,0
1292,nleD,0
1292,nleH1,0
1292,sat,0
1292,shuA,0
1292,shuS,0
1292,shuT,0
1292,shuU,0
1292,shuV,0
1292,shuX,0
1292,shuY,0
1292,stcE,0
1292,stx1A,0
1292,stx2A,0
1292,stx2B,0
1292,tir,0
1292,toxB,0
1292,manB,0
1292,manC,0
1720,acrA,1
1720,acrB,1
1720,allB,1
1720,aslA,1
1720,cesAB,1
1720,cesD,1
1720,cesD2,1
1720,cesL,1
1720,cesT,1
1720,csgB,1
1720,eae,1
1720,east1,1
1720,efa1,1
1720,entB,1
1720,entC,1
1720,entD,1
1720,entE,1
1720,entF,1
1720,entS,1
1720,escC,1
1720,escD,1
1720,escE,1
1720,escF,1
1720,escG,1
1720,escI,1
1720,escJ,1
1720,escL,1
1720,escN,1
1720,escO,1
1720,escR,1
1720,escS,1
1720,escT,1
1720,escU,1
1720,escV,1
1720,espA,1
1720,espB,1
1720,espD,1
1720,espF,1
1720,espFu/tccP,1
1720,espG,1
1720,espK,1
1720,espL1,1
1720,espL2,1
1720,espL4,1
1720,espM1,1
1720,espN,1
1720,espP,1
1720,espR1,1
1720,espX1,1
1720,espX4,1
1720,espX5,1
1720,espX7/nleL,1
1720,etgA,1
1720,fdeC,1
1720,fepA,1
1720,fepB,1
1720,fepC,1
1720,fepD,1
1720,fepG,1
1720,fes,1
1720,fimA,1
1720,fimB,1
